hour_utc,tent-1-derived.co2_trend_ppm_min,tent-1-derived.dew_point_c,tent-1-derived.fruiting_score,tent-1.co2_ppm,tent-1.humidity_pct,tent-1.light_lux,tent-1.temperature_c,tent-1.vpd_kpa,tent-2.co2_ppm,tent-2.humidity_pct,tent-2.light_lux,tent-2.temperature_c,tent-2.vpd_kpa
2026-05-27T11:00:00Z,-3.733,19.921,81.588,868.882,78.082,11930.189,23.977,0.653,885.538,78.089,11932.05,23.965,0.652
2026-05-27T12:00:00Z,5.109,19.912,80.079,922.434,78.101,11934.471,23.964,0.652,936.618,78.055,11933.493,23.972,0.654
2026-05-27T13:00:00Z,-2.013,19.81,80.336,947.376,78.538,11526.147,23.765,0.631,831.295,78.563,11526.004,23.766,0.631
2026-05-27T14:00:00Z,-1.738,19.605,84.767,861.061,79.412,10748.398,23.37,0.592,944.697,79.466,10743.809,23.372,0.59
2026-05-27T15:00:00Z,-0.459,19.348,87.118,880.778,80.777,9645.309,22.825,0.535,909.378,80.789,9642.729,22.824,0.534
2026-05-27T16:00:00Z,2.025,18.986,89.254,896.069,82.314,8292.174,22.143,0.472,870.827,82.341,8295.548,22.142,0.471
2026-05-27T17:00:00Z,1.649,18.593,93.806,868.432,84.1,6782.969,21.39,0.405,933.428,84.094,6778.938,21.384,0.405
2026-05-27T18:00:00Z,-1.799,18.158,92.807,884.167,85.906,5218.543,20.6,0.342,846.267,85.92,5216.193,20.608,0.342
2026-05-27T19:00:00Z,-1.603,17.75,92.782,846.754,87.652,3710.409,19.859,0.286,931.231,87.699,3710.717,19.862,0.285
2026-05-27T20:00:00Z,-0.684,17.383,91.697,823.401,89.312,2356.826,19.184,0.238,889.302,89.294,2357.605,19.186,0.238
2026-05-27T21:00:00Z,1.945,17.047,87.665,916.012,90.558,1251.737,18.622,0.203,898.236,90.509,1249.037,18.638,0.204
2026-05-27T22:00:00Z,-0.805,16.833,88.928,835.499,91.434,489.725,18.252,0.18,870.165,91.423,491.12,18.246,0.18
2026-05-27T23:00:00Z,-0.366,16.7,86.423,906.012,91.9,73.321,18.037,0.168,873.463,91.96,78.905,18.028,0.166
2026-05-28T00:00:00Z,-0.611,16.706,87.665,872.112,91.914,75.785,18.042,0.167,863.668,91.917,75.463,18.045,0.167
2026-05-28T01:00:00Z,-0.658,16.816,87.315,900.103,91.361,468.343,18.249,0.181,894.89,91.44,467.917,18.234,0.179
2026-05-28T02:00:00Z,1.392,17.066,88.629,894.663,90.569,1255.403,18.642,0.203,894.878,90.506,1256.081,18.621,0.204
2026-05-28T03:00:00Z,4.957,17.366,89.27,897.067,89.237,2359.162,19.182,0.239,950.71,89.267,2359.701,19.188,0.239
2026-05-28T04:00:00Z,-0.678,17.744,91.762,877.423,87.678,3704.875,19.85,0.286,844.062,87.661,3702.453,19.849,0.286
2026-05-28T05:00:00Z,-1.468,18.174,92.904,900.655,85.955,5219.643,20.609,0.341,952.314,85.909,5218.169,20.609,0.342
2026-05-28T06:00:00Z,-0.326,18.592,92.932,888.928,84.119,6769.033,21.387,0.405,979.644,84.159,6771.168,21.378,0.403
2026-05-28T07:00:00Z,-1.684,18.985,87.845,951.53,82.29,8303.223,22.151,0.473,876.965,82.284,8300.713,22.157,0.473
2026-05-28T08:00:00Z,5.056,19.344,84.015,952.082,80.779,9635.906,22.821,0.534,938.293,80.771,9643.74,22.822,0.535
2026-05-28T09:00:00Z,-5.632,19.613,84.995,856.523,79.475,10746.065,23.367,0.59,853.728,79.466,10746.014,23.37,0.59
2026-05-28T10:00:00Z,5.844,19.804,81.808,901.656,78.512,11531.145,23.765,0.632,892.147,78.528,11527.296,23.75,0.631
2026-05-28T11:00:00Z,-3.663,19.913,76.944,1009.558,78.075,11936.266,23.969,0.653,903.1,78.069,11932.517,23.977,0.654
2026-05-28T12:00:00Z,-0.609,19.927,79.184,953.218,78.139,11927.752,23.972,0.651,851.555,78.066,11932.543,23.965,0.653
2026-05-28T13:00:00Z,-2.571,19.811,81.437,909.005,78.543,11529.154,23.765,0.631,843.487,78.56,11525.159,23.756,0.63
2026-05-28T14:00:00Z,2.809,19.622,82.247,944.483,79.5,10747.422,23.37,0.589,850.508,79.452,10748.319,23.371,0.59
2026-05-28T15:00:00Z,-0.003,19.326,86.538,875.781,80.667,9655.808,22.825,0.538,992.652,80.729,9654.613,22.844,0.537
2026-05-28T16:00:00Z,-0.017,18.985,86.686,985.681,82.302,8283.142,22.144,0.472,822.954,82.313,8277.898,22.143,0.472
2026-05-28T17:00:00Z,-1.223,18.595,93.225,879.873,84.101,6782.3,21.392,0.405,893.881,84.11,6782.364,21.393,0.405
2026-05-28T18:00:00Z,1.908,18.171,92.356,914.739,85.923,5220.72,20.61,0.342,847.902,85.994,5220.164,20.605,0.34
2026-05-28T19:00:00Z,0.995,17.748,92.982,848.136,87.647,3707.388,19.857,0.286,849.38,87.669,3710.741,19.855,0.286
2026-05-28T20:00:00Z,-2.227,17.354,89.321,898.94,89.248,2358.479,19.167,0.239,846.59,89.327,2360.15,19.189,0.237
2026-05-28T21:00:00Z,5.546,17.043,89.24,869.766,90.556,1250.181,18.619,0.203,966.18,90.502,1249.829,18.616,0.204
2026-05-28T22:00:00Z,-3.937,16.823,88.217,861.329,91.456,472.644,18.238,0.179,918.372,91.416,470.942,18.24,0.18
2026-05-28T23:00:00Z,1.034,16.705,86.877,903.382,91.929,76.466,18.039,0.167,872.462,91.942,76.149,18.027,0.167
2026-05-29T00:00:00Z,-3.62,16.721,87.497,869.769,91.937,72.954,18.053,0.167,875.547,91.953,77.536,18.025,0.166
2026-05-29T01:00:00Z,1.169,16.833,89.544,831.751,91.435,470.655,18.253,0.18,922.853,91.493,476.885,18.217,0.178
2026-05-29T02:00:00Z,0.368,17.042,89.219,870.471,90.525,1254.547,18.624,0.203,925.569,90.549,1251.107,18.63,0.203
2026-05-29T03:00:00Z,-1.112,17.378,89.489,891.523,89.308,2358.751,19.182,0.238,914.174,89.257,2357.226,19.192,0.239
2026-05-29T04:00:00Z,0.935,17.758,92.074,856.743,87.704,3711.938,19.86,0.285,939.074,87.683,3708.724,19.867,0.286
2026-05-29T05:00:00Z,-0.823,18.172,96.271,792.728,85.914,5215.795,20.615,0.342,879.18,85.897,5220.085,20.606,0.343
2026-05-29T06:00:00Z,0.883,18.586,93.917,873.756,84.093,6781.674,21.388,0.405,897.28,84.059,6780.303,21.385,0.406
2026-05-29T07:00:00Z,3.28,18.986,89.916,879.091,82.322,8287.789,22.143,0.472,880.53,82.353,8292.078,22.135,0.471
2026-05-29T08:00:00Z,-3.582,19.327,89.143,807.23,80.756,9640.648,22.809,0.535,954.092,80.803,9640.995,22.817,0.534
2026-05-29T09:00:00Z,3.006,19.63,84.241,882.052,79.52,10749.735,23.377,0.589,962.799,79.463,10744.546,23.369,0.59
2026-05-29T10:00:00Z,-1.249,19.801,82.313,885.064,78.573,11528.882,23.748,0.63,875.338,78.556,11532.642,23.764,0.631
2026-05-29T11:00:00Z,-3.081,19.913,82.479,835.433,78.101,11931.971,23.965,0.652,896.602,78.113,11934.418,23.964,0.652
2026-05-29T12:00:00Z,2.767,19.913,81.051,879.327,78.058,11934.24,23.974,0.654,880.835,78.069,11931.032,23.968,0.653
2026-05-29T13:00:00Z,0.528,19.818,83.966,853.901,78.582,11525.504,23.764,0.63,924.58,78.551,11529.87,23.766,0.631
2026-05-29T14:00:00Z,-0.294,19.629,83.467,911.874,79.478,10746.774,23.381,0.59,801.721,79.46,10746.598,23.368,0.59
2026-05-29T15:00:00Z,0.441,19.33,84.052,970.588,80.762,9640.063,22.809,0.534,901.175,80.788,9638.188,22.812,0.534
2026-05-29T16:00:00Z,-0.147,18.989,87.967,940.988,82.308,8284.37,22.145,0.472,857.714,82.339,8288.359,22.147,0.471
2026-05-29T17:00:00Z,-1.333,18.589,93.294,880.735,84.078,6780.948,21.389,0.406,891.845,84.093,6780.948,21.385,0.405
2026-05-29T18:00:00Z,-0.555,18.159,93.297,885.927,85.869,5220.689,20.608,0.343,875.934,85.916,5220.51,20.608,0.342
2026-05-29T19:00:00Z,3.245,17.81,92.272,865.923,87.49,3898.465,19.947,0.292,990.527,87.469,3897.291,19.949,0.292
2026-05-29T20:00:00Z,-0.718,17.32,89.112,896.099,89.463,2189.58,19.089,0.233,864.322,89.475,2196.241,19.108,0.233
2026-05-29T21:00:00Z,3.294,17.047,86.688,951.201,90.534,1254.925,18.628,0.203,914.832,90.479,1254.873,18.634,0.205
2026-05-29T22:00:00Z,2.443,16.823,86.741,922.861,91.468,473.446,18.237,0.179,834.228,91.441,471.59,18.226,0.179
2026-05-29T23:00:00Z,-5.955,16.71,84.362,964.321,91.914,78.39,18.044,0.167,884.167,91.879,76.925,18.035,0.168
2026-05-30T00:00:00Z,1.787,16.691,87.66,880.007,91.937,76.349,18.022,0.167,979.288,91.901,75.377,18.028,0.167
2026-05-30T01:00:00Z,-0.773,16.814,86.404,926.902,91.442,470.489,18.234,0.179,951.717,91.406,470.711,18.229,0.18
2026-05-30T02:00:00Z,6.045,17.047,88.469,894.922,90.516,1252.846,18.631,0.204,819.986,90.542,1254.602,18.635,0.203
2026-05-30T03:00:00Z,-6.71,17.355,91.571,837.319,89.238,2360.494,19.172,0.239,890.438,89.229,2356.607,19.17,0.239
2026-05-30T04:00:00Z,1.86,17.74,89.238,950.779,87.657,3711.85,19.85,0.286,858.241,87.704,3705.076,19.867,0.285
2026-05-30T05:00:00Z,-1.349,18.171,93.987,856.588,85.907,5217.773,20.617,0.343,939.052,85.909,5217.881,20.605,0.342
2026-05-30T06:00:00Z,-0.34,18.583,90.984,942.6,84.069,6777.006,21.388,0.406,929.715,84.083,6780.797,21.38,0.405
2026-05-30T07:00:00Z,-0.343,19.017,90.599,868.622,82.354,8288.144,22.168,0.472,897.874,82.33,8286.98,22.151,0.472
2026-05-30T08:00:00Z,1.808,19.332,87.746,855.296,80.682,9640.974,22.831,0.537,878.972,80.744,9644.305,22.822,0.535
2026-05-30T09:00:00Z,-0.469,19.616,84.703,866.034,79.463,10746.318,23.373,0.59,857.205,79.429,10746.413,23.364,0.591
2026-05-30T10:00:00Z,-0.721,19.798,80.797,925.141,78.534,11523.803,23.754,0.631,884.417,78.537,11524.286,23.765,0.632
2026-05-30T11:00:00Z,-1.46,19.893,80.761,895.137,78.037,11931.818,23.958,0.654,908.396,78.088,11934.631,23.971,0.653
2026-05-30T12:00:00Z,2.773,19.92,80.311,918.588,78.094,11933.348,23.972,0.653,853.744,78.124,11929.554,23.959,0.651
2026-05-30T13:00:00Z,-0.061,19.802,82.131,881.262,78.571,11526.417,23.75,0.63,945.411,78.529,11520.035,23.768,0.632
2026-05-30T14:00:00Z,-0.533,19.61,84.305,867.828,79.455,10745.172,23.367,0.59,959.392,79.458,10746.621,23.367,0.59
2026-05-30T15:00:00Z,-1.696,19.366,85.677,919.911,80.775,9646.175,22.843,0.535,853.153,80.746,9638.681,22.824,0.535
2026-05-30T16:00:00Z,2.48,19.002,89.623,901.278,82.354,8286.515,22.149,0.471,869.578,82.319,8286.386,22.142,0.472
2026-05-30T17:00:00Z,-0.836,18.597,95.249,814.529,84.107,6782.338,21.393,0.405,800.958,84.07,6783.012,21.394,0.406
2026-05-30T18:00:00Z,-0.076,18.166,94.892,848.131,85.878,5223.841,20.611,0.343,848.909,85.888,5217.755,20.615,0.343
2026-05-30T19:00:00Z,0.408,17.751,92.131,871.989,87.646,3712.009,19.861,0.287,931.237,87.672,3709.676,19.853,0.286
2026-05-30T20:00:00Z,-0.373,17.354,88.962,907.922,89.183,2358.29,19.178,0.24,902.269,89.279,2352.018,19.178,0.238
2026-05-30T21:00:00Z,0.496,17.036,83.879,1029.207,90.549,1256.448,18.612,0.203,807.156,90.502,1250.504,18.617,0.204
2026-05-30T22:00:00Z,-0.363,16.815,89.062,853.578,91.413,476.018,18.239,0.18,853.522,91.456,477.961,18.24,0.179
2026-05-30T23:00:00Z,-1.724,16.706,87.349,878.862,91.954,75.591,18.033,0.166,853.477,91.976,80.685,18.051,0.166
2026-05-31T00:00:00Z,0.218,16.698,86.946,904.2,91.931,76.899,18.029,0.167,828.239,91.901,76.272,18.029,0.167
2026-05-31T01:00:00Z,4.428,16.798,87.506,896.315,91.411,476.333,18.224,0.18,973.672,91.45,476.387,18.241,0.179
2026-05-31T02:00:00Z,3.998,17.051,86.426,948.874,90.57,1256.087,18.625,0.202,813.606,90.518,1254.562,18.622,0.204
2026-05-31T03:00:00Z,-7.1,17.356,89.967,898.076,89.259,2361.492,19.17,0.239,888.79,89.246,2360.266,19.178,0.239
2026-05-31T04:00:00Z,0.99,17.742,92.094,864.095,87.705,3710.788,19.846,0.285,892.557,87.701,3712.706,19.863,0.285
2026-05-31T05:00:00Z,-0.601,18.172,91.897,927.208,85.929,5218.391,20.611,0.342,923.442,85.899,5218.624,20.614,0.343
2026-05-31T06:00:00Z,0.189,18.582,92.898,882.456,84.048,6777.688,21.391,0.407,876.025,84.084,6783.115,21.384,0.405
2026-05-31T07:00:00Z,-0.279,18.977,89.028,904.909,82.298,8292.372,22.138,0.472,918.356,82.302,8289.043,22.156,0.473
2026-05-31T08:00:00Z,-0.321,19.322,84.632,936.829,80.688,9640.012,22.82,0.537,958.979,80.738,9645.394,22.823,0.536
2026-05-31T09:00:00Z,-1.162,19.589,83.797,896.684,79.38,10747.966,23.361,0.592,918.31,79.47,10746.101,23.364,0.59
2026-05-31T10:00:00Z,0.661,19.786,80.695,933.876,78.504,11522.495,23.748,0.632,896.972,78.569,11527.401,23.767,0.631
2026-05-31T11:00:00Z,1.237,19.934,82.975,840.908,78.146,11930.542,23.978,0.651,813.457,78.13,11932.655,23.949,0.651
2026-05-31T12:00:00Z,-0.194,19.909,82.252,853.752,78.09,11928.623,23.963,0.652,873.239,78.111,11929.836,23.965,0.652
2026-05-31T13:00:00Z,0.528,19.814,82.27,878.475,78.554,11528.189,23.765,0.631,879.03,78.574,11528.136,23.755,0.63
2026-05-31T14:00:00Z,-2.8,19.618,80.714,989.783,79.49,10745.963,23.367,0.589,960.698,79.518,10749.796,23.379,0.589
2026-05-31T15:00:00Z,3.285,19.336,85.658,914.178,80.763,9642.808,22.815,0.535,793.545,80.772,9637.95,22.807,0.534
2026-05-31T16:00:00Z,5.424,18.979,87.666,953.29,82.301,8290.698,22.138,0.472,903.231,82.283,8288.978,22.141,0.473
2026-05-31T17:00:00Z,-6.359,18.587,93.81,850.974,84.093,6785.15,21.386,0.405,924.995,84.116,6778.822,21.394,0.405
2026-05-31T18:00:00Z,0.097,18.172,94.906,827.086,85.908,5222.881,20.613,0.342,916.625,85.885,5220.934,20.618,0.343
2026-05-31T19:00:00Z,-2.826,17.746,93.724,801.626,87.634,3710.606,19.857,0.287,903.603,87.717,3703.622,19.86,0.285
2026-05-31T20:00:00Z,2.24,17.364,89.693,893.351,89.25,2358.462,19.177,0.239,857.81,89.233,2358.217,19.195,0.24
2026-05-31T21:00:00Z,-0.431,17.047,85.765,975.579,90.512,1252.672,18.629,0.204,962.636,90.546,1253.549,18.638,0.203
2026-05-31T22:00:00Z,0.709,16.837,88.63,875.32,91.498,473.566,18.245,0.178,886.259,91.414,474.332,18.242,0.18
2026-05-31T23:00:00Z,4.753,16.71,84.302,977.501,91.911,76.111,18.046,0.167,833.523,91.942,74.636,18.038,0.167
2026-06-01T00:00:00Z,-5.68,16.701,87.177,898.702,91.918,76.073,18.035,0.167,1017.958,91.951,77.924,18.035,0.167
2026-06-01T01:00:00Z,1.094,16.827,84.495,990.33,91.477,467.06,18.239,0.179,835.453,91.502,476.032,18.233,0.178
2026-06-01T02:00:00Z,0.169,17.042,88.187,905.803,90.524,1257.824,18.627,0.204,908.696,90.539,1253.706,18.621,0.203
2026-06-01T03:00:00Z,-0.824,17.368,91.442,837.566,89.286,2355.817,19.176,0.238,896.898,89.323,2350.872,19.177,0.237
2026-06-01T04:00:00Z,0.392,17.734,93.533,824.594,87.625,3711.029,19.851,0.287,833.521,87.638,3704.413,19.846,0.287
2026-06-01T05:00:00Z,-2.198,18.171,95.705,817.398,85.924,5219.904,20.612,0.342,924.144,85.961,5220.267,20.62,0.341
2026-06-01T06:00:00Z,4.601,18.587,92.516,906.044,84.103,6777.878,21.385,0.405,912.405,84.104,6782.193,21.398,0.405
2026-06-01T07:00:00Z,-5.357,18.983,90.666,854.531,82.316,8287.4,22.142,0.472,963.946,82.345,8290.619,22.142,0.471
2026-06-01T08:00:00Z,-0.493,19.336,87.114,850.766,80.745,9640.429,22.82,0.535,911.199,80.746,9645.187,22.82,0.535
2026-06-01T09:00:00Z,3.53,19.645,83.773,895.267,79.473,10741.1,23.402,0.591,814.793,79.463,10744.731,23.371,0.59
2026-06-01T10:00:00Z,-1.947,19.809,83.829,835.71,78.55,11529.247,23.763,0.631,825.602,78.491,11530.308,23.764,0.633
2026-06-01T11:00:00Z,0.079,19.91,79.348,931.506,78.092,11931.306,23.963,0.652,851.363,78.047,11929.094,23.967,0.654
2026-06-01T12:00:00Z,0.708,19.916,82.027,866.384,78.078,11928.928,23.972,0.653,894.588,78.007,11934.518,23.968,0.655
2026-06-01T13:00:00Z,0.304,19.831,81.235,918.121,78.551,11526.232,23.783,0.632,831.659,78.498,11522.667,23.778,0.633
2026-06-01T14:00:00Z,-0.149,19.629,83.816,902.539,79.489,10746.918,23.379,0.59,999.635,79.417,10745.256,23.368,0.591
2026-06-01T15:00:00Z,6.617,19.323,85.855,907.729,80.745,9645.577,22.806,0.535,926.611,80.72,9642.38,22.823,0.536
2026-06-01T16:00:00Z,-4.95,18.983,90.4,879.935,82.281,8288.63,22.146,0.473,808.801,82.318,8285.026,22.152,0.472
2026-06-01T17:00:00Z,0.593,18.597,95.273,821.404,84.134,6779.444,21.384,0.404,793.243,84.061,6785.738,21.398,0.406
2026-06-01T18:00:00Z,-3.043,18.165,93.275,878.276,85.908,5217.337,20.608,0.342,955.124,85.943,5211.543,20.609,0.342
2026-06-01T19:00:00Z,-1.504,17.763,92.87,831.603,87.775,3713.824,19.85,0.283,909.065,87.68,3711.369,19.854,0.286
2026-06-01T20:00:00Z,1.22,17.38,89.894,887.188,89.267,2358.657,19.189,0.239,944.131,89.265,2356.187,19.166,0.238
2026-06-01T21:00:00Z,4.499,17.048,89.601,862.662,90.599,1255.455,18.616,0.202,925.627,90.515,1252.953,18.619,0.204
